r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,regressions
0.19508355232406482,0.19479781698587662,1845469.082298276,682.7421261966102,6.04322615869607e-135,1,-44672.20734233006,89350.41468466012,89368.24709713347,9594015028685976,2817,2819,lmeoo_months
