aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Trifolium campestre,APC,https://id.biodiversity.org.au/node/apni/2886977,accepted,NA,https://id.biodiversity.org.au/node/apni/2886977,Trifolium campestre,Schreb.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51226954
Trifolium repens,APC,https://id.biodiversity.org.au/node/apni/2909697,accepted,NA,https://id.biodiversity.org.au/node/apni/2909697,Trifolium repens,L.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51226948
Trifolium striatum,APC,https://id.biodiversity.org.au/node/apni/2902421,accepted,NA,https://id.biodiversity.org.au/node/apni/2902421,Trifolium striatum,L.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (formerly naturalised), NSW (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51226952
Trifolium subterraneum,APC,https://id.biodiversity.org.au/node/apni/2905033,accepted,NA,https://id.biodiversity.org.au/node/apni/2905033,Trifolium subterraneum,L.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51226996
Triglochin isingiana,APC,https://id.biodiversity.org.au/node/apni/2914727,accepted,NA,https://id.biodiversity.org.au/node/apni/2914727,Triglochin isingiana,(J.M.Black) Aston,Species,accepted,Juncaginaceae,Magnoliidae,"WA, NT, SA, Vic",https://id.biodiversity.org.au/tree/51354547/51212244
Trigonella suavissima,APC,https://id.biodiversity.org.au/node/apni/2898984,accepted,NA,https://id.biodiversity.org.au/node/apni/2898984,Trigonella suavissima,Lindl.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51227011
Triodia,APC,https://id.biodiversity.org.au/taxon/apni/51291522,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51291522,Triodia,R.Br.,Genus,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51291521
Triodia angusta,APC,https://id.biodiversity.org.au/node/apni/2907031,accepted,NA,https://id.biodiversity.org.au/node/apni/2907031,Triodia angusta,N.T.Burb.,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214708
Triodia basedowii,APC,https://id.biodiversity.org.au/node/apni/2897122,accepted,NA,https://id.biodiversity.org.au/node/apni/2897122,Triodia basedowii,E.Pritz.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51214748
Triodia bitextura,APC,https://id.biodiversity.org.au/node/apni/2895873,accepted,NA,https://id.biodiversity.org.au/node/apni/2895873,Triodia bitextura,Lazarides,Species,accepted,Poaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51312327
Triodia brizoides,APC,https://id.biodiversity.org.au/node/apni/2902109,accepted,NA,https://id.biodiversity.org.au/node/apni/2902109,Triodia brizoides,N.T.Burb.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51214750
Triodia bromoides,APC,https://id.biodiversity.org.au/node/apni/2896204,accepted,NA,https://id.biodiversity.org.au/node/apni/2896204,Triodia bromoides,(F.Muell.) Lazarides,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214696
Triodia caelestialis,APC,https://id.biodiversity.org.au/node/apni/2897995,accepted,NA,https://id.biodiversity.org.au/node/apni/2897995,Triodia caelestialis,G.Armstr.,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214762
Triodia danthonioides,APC,https://id.biodiversity.org.au/node/apni/2914835,accepted,NA,https://id.biodiversity.org.au/node/apni/2914835,Triodia danthonioides,(F.Muell.) Lazarides,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214739
Triodia epactia,APC,https://id.biodiversity.org.au/node/apni/2918864,accepted,NA,https://id.biodiversity.org.au/node/apni/2918864,Triodia epactia,S.W.L.Jacobs,Species,accepted,Poaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51214727
Triodia irritans,APC,https://id.biodiversity.org.au/node/apni/2905024,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2905024,Triodia irritans,R.Br.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51214753
Triodia longiceps,APC,https://id.biodiversity.org.au/node/apni/2910969,accepted,NA,https://id.biodiversity.org.au/node/apni/2910969,Triodia longiceps,J.M.Black,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51214754
Triodia melvillei,APC,https://id.biodiversity.org.au/node/apni/2903536,accepted,NA,https://id.biodiversity.org.au/node/apni/2903536,Triodia melvillei,(C.E.Hubb.) Lazarides,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51214731
Triodia microstachya,APC,https://id.biodiversity.org.au/node/apni/2907765,accepted,NA,https://id.biodiversity.org.au/node/apni/2907765,Triodia microstachya,R.Br.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51214755
Triodia plurinervata,APC,https://id.biodiversity.org.au/node/apni/2893538,accepted,NA,https://id.biodiversity.org.au/node/apni/2893538,Triodia plurinervata,N.T.Burb.,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214700
Triodia pungens,APC,https://id.biodiversity.org.au/node/apni/2921153,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2921153,Triodia pungens,R.Br.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51214757
Triodia rigidissima,APC,https://id.biodiversity.org.au/node/apni/2898528,accepted,NA,https://id.biodiversity.org.au/node/apni/2898528,Triodia rigidissima,(Pilg.) Lazarides,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214740
Triodia scariosa,APC,https://id.biodiversity.org.au/node/apni/2897708,accepted,NA,https://id.biodiversity.org.au/node/apni/2897708,Triodia scariosa,N.T.Burb.,Species,accepted,Poaceae,Magnoliidae,"WA, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51265822
Triodia schinzii,APC,https://id.biodiversity.org.au/node/apni/2886419,accepted,NA,https://id.biodiversity.org.au/node/apni/2886419,Triodia schinzii,(Henrard) Lazarides,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51214730
Triodia scintillans,APC,https://id.biodiversity.org.au/taxon/apni/51291534,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51291534,Triodia scintillans,B.M.Anderson & M.D.Barrett,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51291533
Triodia sp. Little Sandy Desert (S.van Leeuwen 4935),APC,https://id.biodiversity.org.au/node/apni/2896326,accepted,NA,https://id.biodiversity.org.au/node/apni/2896326,Triodia sp. Little Sandy Desert (S.van Leeuwen 4935),WA Herbarium,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214758
Triodia sp. Shovelanna Hill (S.van Leeuwen 3835),APC,https://id.biodiversity.org.au/node/apni/2887580,accepted,NA,https://id.biodiversity.org.au/node/apni/2887580,Triodia sp. Shovelanna Hill (S.van Leeuwen 3835),WA Herbarium,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214760
Triodia tomentosa,APC,https://id.biodiversity.org.au/node/apni/2904442,accepted,NA,https://id.biodiversity.org.au/node/apni/2904442,Triodia tomentosa,S.W.L.Jacobs,Species,accepted,Poaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51214706
Triodia wiseana,APC,https://id.biodiversity.org.au/node/apni/2919470,accepted,NA,https://id.biodiversity.org.au/node/apni/2919470,Triodia wiseana,C.A.Gardner,Species,accepted,Poaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51214761
Tripogonella loliiformis,APC,https://id.biodiversity.org.au/taxon/apni/51291607,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51291607,Tripogonella loliiformis,(F.Muell.) P.M.Peterson & Romasch.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51291606
Triraphis mollis,APC,https://id.biodiversity.org.au/taxon/apni/51291618,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51291618,Triraphis mollis,R.Br.,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51301893
Trisetum spicatum subsp. australiense,APC,https://id.biodiversity.org.au/node/apni/2918558,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2918558,Trisetum spicatum subsp. australiense,Hultén ex Veldkamp,Subspecies,accepted,Poaceae,Magnoliidae,"Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51213327
Triumfetta,APC,https://id.biodiversity.org.au/node/apni/2888108,accepted,NA,https://id.biodiversity.org.au/node/apni/2888108,Triumfetta,L.,Genus,accepted,Malvaceae,Magnoliidae,"WA (native and naturalised), CoI, ChI, NT (native and naturalised), Qld (native and naturalised), NSW (naturalised), NI (naturalised)",https://id.biodiversity.org.au/tree/51354547/51230006
Triumfetta breviaculeata,APC,https://id.biodiversity.org.au/node/apni/2898892,accepted,NA,https://id.biodiversity.org.au/node/apni/2898892,Triumfetta breviaculeata,Halford,Species,accepted,Malvaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51248680
Triumfetta incana,APC,https://id.biodiversity.org.au/node/apni/2890340,accepted,NA,https://id.biodiversity.org.au/node/apni/2890340,Triumfetta incana,Halford,Species,accepted,Malvaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51230053
Triumfetta longipedunculata,APC,https://id.biodiversity.org.au/node/apni/2895726,accepted,NA,https://id.biodiversity.org.au/node/apni/2895726,Triumfetta longipedunculata,Halford,Species,accepted,Malvaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51230055
Triumfetta plumigera,APC,https://id.biodiversity.org.au/node/apni/2896923,accepted,NA,https://id.biodiversity.org.au/node/apni/2896923,Triumfetta plumigera,F.Muell.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51230007
Typha domingensis,APC,https://id.biodiversity.org.au/node/apni/2910296,accepted,NA,https://id.biodiversity.org.au/node/apni/2910296,Typha domingensis,Pers.,Species,accepted,Typhaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, LHI (naturalised), ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51214887
Ulex europaeus,APC,https://id.biodiversity.org.au/node/apni/2912707,accepted,NA,https://id.biodiversity.org.au/node/apni/2912707,Ulex europaeus,L.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (formerly naturalised), NSW (naturalised), ACT (formerly naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51225182
Uranthoecium truncatum,APC,https://id.biodiversity.org.au/node/apni/2892455,accepted,NA,https://id.biodiversity.org.au/node/apni/2892455,Uranthoecium truncatum,(Maiden & Betche) Stapf,Species,accepted,Poaceae,Magnoliidae,"NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51214111
Uraria lagopodioides,APC,https://id.biodiversity.org.au/node/apni/2900975,accepted,NA,https://id.biodiversity.org.au/node/apni/2900975,Uraria lagopodioides,(L.) Desv. ex DC.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51225037
Uraria picta,APC,https://id.biodiversity.org.au/taxon/apni/51300373,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51300373,Uraria picta,(Jacq.) Desv.,Species,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51300372
Urochloa,APC,https://id.biodiversity.org.au/node/apni/7033135,accepted,NA,https://id.biodiversity.org.au/node/apni/7033135,Urochloa,P.Beauv.,Genus,accepted,Poaceae,Magnoliidae,"WA (native and naturalised), CoI (naturalised), ChI (naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), ACT (doubtfully naturalised), Vic (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51214112
Urochloa holosericea,APC,https://id.biodiversity.org.au/node/apni/2893630,accepted,NA,https://id.biodiversity.org.au/node/apni/2893630,Urochloa holosericea,(R.Br.) R.D.Webster,Species,accepted,Poaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51214142
Urochloa holosericea subsp. holosericea,APC,https://id.biodiversity.org.au/node/apni/2890666,accepted,NA,https://id.biodiversity.org.au/node/apni/2890666,Urochloa holosericea subsp. holosericea,NA,Subspecies,accepted,Poaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51214144
Urochloa panicoides,APC,https://id.biodiversity.org.au/node/apni/2915347,accepted,NA,https://id.biodiversity.org.au/node/apni/2915347,Urochloa panicoides,P.Beauv.,Species,accepted,Poaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), ACT (doubtfully naturalised), Vic (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51214145
Urochloa piligera,APC,https://id.biodiversity.org.au/node/apni/2892052,accepted,NA,https://id.biodiversity.org.au/node/apni/2892052,Urochloa piligera,(F.Muell. ex Benth.) R.D.Webster,Species,accepted,Poaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51214125
Urochloa pubigera,APC,https://id.biodiversity.org.au/node/apni/2912842,accepted,NA,https://id.biodiversity.org.au/node/apni/2912842,Urochloa pubigera,(Roem. & Schult.) R.D.Webster,Species,accepted,Poaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51214128
Urochloa ramosa,APC,https://id.biodiversity.org.au/node/apni/2902730,accepted,isonym,https://id.biodiversity.org.au/node/apni/2902730,Urochloa ramosa,(L.) T.Q.Nguyen,Species,accepted,Poaceae,Magnoliidae,"WA (naturalised), ChI (naturalised), NT (naturalised), Qld (naturalised)",https://id.biodiversity.org.au/tree/51354547/51284455
Urochloa subquadripara,APC,https://id.biodiversity.org.au/node/apni/2905960,accepted,NA,https://id.biodiversity.org.au/node/apni/2905960,Urochloa subquadripara,(Trin.) R.D.Webster,Species,accepted,Poaceae,Magnoliidae,"WA, ChI (naturalised), NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51284453
Urospermum picroides,APC,https://id.biodiversity.org.au/node/apni/2915549,accepted,NA,https://id.biodiversity.org.au/node/apni/2915549,Urospermum picroides,(L.) Scop. ex F.W.Schmidt,Species,accepted,Asteraceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51243851
Ursinia anthemoides,APC,https://id.biodiversity.org.au/taxon/apni/51269054,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51269054,Ursinia anthemoides,(L.) Poir.,Species,accepted,Asteraceae,Magnoliidae,"WA (naturalised), SA (naturalised)",https://id.biodiversity.org.au/tree/51354547/51243976
Ursinia anthemoides subsp. anthemoides,APC,https://id.biodiversity.org.au/taxon/apni/51269053,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51269053,Ursinia anthemoides subsp. anthemoides,NA,Subspecies,accepted,Asteraceae,Magnoliidae,"WA (naturalised), SA (naturalised)",https://id.biodiversity.org.au/tree/51354547/51269052
Urtica urens,APC,https://id.biodiversity.org.au/node/apni/2887795,accepted,NA,https://id.biodiversity.org.au/node/apni/2887795,Urtica urens,L.,Species,accepted,Urticaceae,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (doubtfully naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51222584
Utricularia chrysantha,APC,https://id.biodiversity.org.au/node/apni/2891518,accepted,NA,https://id.biodiversity.org.au/node/apni/2891518,Utricularia chrysantha,R.Br.,Species,accepted,Lentibulariaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51240994
Vachellia farnesiana,APC,https://id.biodiversity.org.au/node/apni/2899669,accepted,NA,https://id.biodiversity.org.au/node/apni/2899669,Vachellia farnesiana,(L.) Wight & Arn.,Species,accepted,Fabaceae,Magnoliidae,"WA (naturalised), CoI (formerly naturalised), NT (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised)",https://id.biodiversity.org.au/tree/51354547/51258579
Vachellia pachyphloia,APC,https://id.biodiversity.org.au/node/apni/2920693,accepted,NA,https://id.biodiversity.org.au/node/apni/2920693,Vachellia pachyphloia,(W.Fitzg.) Kodela,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51224546
Vachellia pallidifolia,APC,https://id.biodiversity.org.au/taxon/apni/51300991,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51300991,Vachellia pallidifolia,(Tindale) Kodela,Species,accepted,Fabaceae,Magnoliidae,NT,https://id.biodiversity.org.au/tree/51354547/51300990
Vachellia suberosa,APC,https://id.biodiversity.org.au/node/apni/2914525,accepted,NA,https://id.biodiversity.org.au/node/apni/2914525,Vachellia suberosa,(A.Cunn. ex Benth.) Kodela,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51224553
Vachellia sutherlandii,APC,https://id.biodiversity.org.au/node/apni/2907874,accepted,NA,https://id.biodiversity.org.au/node/apni/2907874,Vachellia sutherlandii,(F.Muell.) Kodela,Species,accepted,Fabaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51293168
Vachellia valida,APC,https://id.biodiversity.org.au/node/apni/2901423,accepted,NA,https://id.biodiversity.org.au/node/apni/2901423,Vachellia valida,(Tindale & Kodela) Kodela,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51224554
Vandasina retusa,APC,https://id.biodiversity.org.au/taxon/apni/51285750,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51285750,Vandasina retusa,(Benth.) Rauschert,Species,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51301896
Velleia cycnopotamica,APC,https://id.biodiversity.org.au/node/apni/2906065,accepted,NA,https://id.biodiversity.org.au/node/apni/2906065,Velleia cycnopotamica,F.Muell.,Species,accepted,Goodeniaceae,Magnoliidae,"WA, SA",https://id.biodiversity.org.au/tree/51354547/51243784
Velleia glabrata,APC,https://id.biodiversity.org.au/node/apni/2912827,accepted,NA,https://id.biodiversity.org.au/node/apni/2912827,Velleia glabrata,Carolin,Species,accepted,Goodeniaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51243787
Velleia montana,APC,https://id.biodiversity.org.au/node/apni/2894603,accepted,NA,https://id.biodiversity.org.au/node/apni/2894603,Velleia montana,Hook.f.,Species,accepted,Goodeniaceae,Magnoliidae,"NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51243790
Velleia rosea,APC,https://id.biodiversity.org.au/node/apni/2887618,accepted,NA,https://id.biodiversity.org.au/node/apni/2887618,Velleia rosea,S.Moore,Species,accepted,Goodeniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51243791
Velleia trinervis,APC,https://id.biodiversity.org.au/node/apni/2911351,accepted,NA,https://id.biodiversity.org.au/node/apni/2911351,Velleia trinervis,Labill.,Species,accepted,Goodeniaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51243793
Ventilago viminalis,APC,https://id.biodiversity.org.au/node/apni/2891320,accepted,NA,https://id.biodiversity.org.au/node/apni/2891320,Ventilago viminalis,Hook.,Species,accepted,Rhamnaceae,Magnoliidae,"WA, NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51222349
Verbena,APC,https://id.biodiversity.org.au/taxon/apni/51294589,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51294589,Verbena,L.,Genus,accepted,Verbenaceae,Magnoliidae,"WA (naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51240393
Verbena incompta,APC,https://id.biodiversity.org.au/node/apni/2890745,accepted,NA,https://id.biodiversity.org.au/node/apni/2890745,Verbena incompta,P.W.Michael,Species,accepted,Verbenaceae,Magnoliidae,"Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51260536
Verbena officinalis,APC,https://id.biodiversity.org.au/taxon/apni/51294588,accepted,misapplied,https://id.biodiversity.org.au/taxon/apni/51294588,Verbena officinalis,L.,Species,accepted,Verbenaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), Vic (native and naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51301338
Verbena supina,APC,https://id.biodiversity.org.au/node/apni/2892702,accepted,NA,https://id.biodiversity.org.au/node/apni/2892702,Verbena supina,L.,Species,accepted,Verbenaceae,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), NSW (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51240406
Veronica calycina,APC,https://id.biodiversity.org.au/node/apni/2911274,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2911274,Veronica calycina,R.Br.,Species,accepted,Plantaginaceae,Magnoliidae,"WA, SA, Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51240762
Veronica derwentiana subsp. maideniana,APC,https://id.biodiversity.org.au/node/apni/2901886,accepted,NA,https://id.biodiversity.org.au/node/apni/2901886,Veronica derwentiana subsp. maideniana,(Gand.) B.G.Briggs,Subspecies,accepted,Plantaginaceae,Magnoliidae,"NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51240769
Veronica gracilis,APC,https://id.biodiversity.org.au/node/apni/2891930,accepted,NA,https://id.biodiversity.org.au/node/apni/2891930,Veronica gracilis,R.Br.,Species,accepted,Plantaginaceae,Magnoliidae,"SA, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51240774
Veronica hillebrandii,APC,https://id.biodiversity.org.au/node/apni/2888103,accepted,isonym,https://id.biodiversity.org.au/node/apni/2888103,Veronica hillebrandii,F.Muell.,Species,accepted,Plantaginaceae,Magnoliidae,"SA, Vic",https://id.biodiversity.org.au/tree/51354547/51261319
Veronica subtilis,APC,https://id.biodiversity.org.au/node/apni/2907795,accepted,NA,https://id.biodiversity.org.au/node/apni/2907795,Veronica subtilis,B.G.Briggs & Ehrend.,Species,accepted,Plantaginaceae,Magnoliidae,"SA, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51240752
Verticordia,APC,https://id.biodiversity.org.au/taxon/apni/51300381,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51300381,Verticordia,DC.,Genus,accepted,Myrtaceae,Magnoliidae,"WA (native and naturalised), NT",https://id.biodiversity.org.au/tree/51354547/51233092
Verticordia chrysantha,APC,https://id.biodiversity.org.au/node/apni/2908934,accepted,NA,https://id.biodiversity.org.au/node/apni/2908934,Verticordia chrysantha,Endl.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51233239
Verticordia eriocephala,APC,https://id.biodiversity.org.au/node/apni/2912148,accepted,NA,https://id.biodiversity.org.au/node/apni/2912148,Verticordia eriocephala,A.S.George,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51233191
Verticordia helmsii,APC,https://id.biodiversity.org.au/node/apni/2901314,accepted,NA,https://id.biodiversity.org.au/node/apni/2901314,Verticordia helmsii,S.Moore,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51233124
Verticordia inclusa,APC,https://id.biodiversity.org.au/node/apni/2911612,accepted,NA,https://id.biodiversity.org.au/node/apni/2911612,Verticordia inclusa,A.S.George,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51233196
Verticordia monadelpha var. callitricha,APC,https://id.biodiversity.org.au/node/apni/2917060,accepted,NA,https://id.biodiversity.org.au/node/apni/2917060,Verticordia monadelpha var. callitricha,(Meisn.) A.S.George,Varietas,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51233137
Verticordia picta,APC,https://id.biodiversity.org.au/node/apni/2904829,accepted,NA,https://id.biodiversity.org.au/node/apni/2904829,Verticordia picta,Endl.,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51233147
Verticordia pritzelii,APC,https://id.biodiversity.org.au/node/apni/2916581,accepted,NA,https://id.biodiversity.org.au/node/apni/2916581,Verticordia pritzelii,Diels,Species,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51233220
Verticordia roei subsp. roei,APC,https://id.biodiversity.org.au/node/apni/2903317,accepted,NA,https://id.biodiversity.org.au/node/apni/2903317,Verticordia roei subsp. roei,NA,Subspecies,accepted,Myrtaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51233150
Verticordia verticillata,APC,https://id.biodiversity.org.au/node/apni/2913638,accepted,NA,https://id.biodiversity.org.au/node/apni/2913638,Verticordia verticillata,Byrnes,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51233166
Vicia,APC,https://id.biodiversity.org.au/taxon/apni/51285765,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51285765,Vicia,L.,Genus,accepted,Fabaceae,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51227015
