aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Abildgaardia ovata,APC,https://id.biodiversity.org.au/node/apni/2919627,accepted,NA,https://id.biodiversity.org.au/node/apni/2919627,Abildgaardia ovata,(Burm.f.) Kral,Species,accepted,Cyperaceae,Magnoliidae,"NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51215139
Abutilon,APC,https://id.biodiversity.org.au/taxon/apni/51288314,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51288314,Abutilon,Mill.,Genus,accepted,Malvaceae,Magnoliidae,"WA (native and naturalised), ChI, CSI, NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), NI (native and naturalised), Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51229167
Abutilon cryptopetalum,APC,https://id.biodiversity.org.au/node/apni/2900809,accepted,NA,https://id.biodiversity.org.au/node/apni/2900809,Abutilon cryptopetalum,(F.Muell.) F.Muell. ex Benth.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, NSW",https://id.biodiversity.org.au/tree/51354547/51229185
Abutilon fraseri,APC,https://id.biodiversity.org.au/taxon/apni/51288311,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51288311,Abutilon fraseri,(Hook.) Walp.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW,Vic",https://id.biodiversity.org.au/tree/51354547/51288310
Abutilon halophilum,APC,https://id.biodiversity.org.au/node/apni/3470889,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/3470889,Abutilon halophilum,F.Muell. ex Schltdl.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51229168
Abutilon hannii,APC,https://id.biodiversity.org.au/node/apni/2887138,accepted,NA,https://id.biodiversity.org.au/node/apni/2887138,Abutilon hannii,Baker f.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51229191
Abutilon hannii subsp. prostrate (P.K.Latz 427),APC,https://id.biodiversity.org.au/node/apni/2890022,accepted,NA,https://id.biodiversity.org.au/node/apni/2890022,Abutilon hannii subsp. prostrate (P.K.Latz 427),R.M.Barker,Subspecies,accepted,Malvaceae,Magnoliidae,NT,https://id.biodiversity.org.au/tree/51354547/51229192
Abutilon leucopetalum,APC,https://id.biodiversity.org.au/node/apni/2911736,accepted,NA,https://id.biodiversity.org.au/node/apni/2911736,Abutilon leucopetalum,(F.Muell.) F.Muell. ex Benth.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51229198
Abutilon otocarpum,APC,https://id.biodiversity.org.au/node/apni/2892894,accepted,NA,https://id.biodiversity.org.au/node/apni/2892894,Abutilon otocarpum,F.Muell.,Species,accepted,Malvaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51229202
Abutilon oxycarpum,APC,https://id.biodiversity.org.au/node/apni/3863084,accepted,doubtful misapplied,https://id.biodiversity.org.au/node/apni/3863084,Abutilon oxycarpum,(F.Muell.) F.Muell. ex Benth.,Species,accepted,Malvaceae,Magnoliidae,"WA, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51229173
Abutilon oxycarpum var. incanum,APC,https://id.biodiversity.org.au/node/apni/3863091,accepted,NA,https://id.biodiversity.org.au/node/apni/3863091,Abutilon oxycarpum var. incanum,(Benth.) J.M.Black,Varietas,accepted,Malvaceae,Magnoliidae,"SA, Qld",https://id.biodiversity.org.au/tree/51354547/51229177
Abutilon oxycarpum var. subsagittatum,APC,https://id.biodiversity.org.au/node/apni/2900743,accepted,NA,https://id.biodiversity.org.au/node/apni/2900743,Abutilon oxycarpum var. subsagittatum,Domin,Varietas,accepted,Malvaceae,Magnoliidae,"Qld, Vic",https://id.biodiversity.org.au/tree/51354547/51229174
Acacia,APC,https://id.biodiversity.org.au/taxon/apni/51311124,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51311124,Acacia,Mill.,Genus,accepted,Fabaceae,Magnoliidae,"WA (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51342774
Acacia acuaria,APC,https://id.biodiversity.org.au/node/apni/2913771,accepted,NA,https://id.biodiversity.org.au/node/apni/2913771,Acacia acuaria,W.Fitzg.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223391
Acacia acuminata,APC,https://id.biodiversity.org.au/taxon/apni/51285812,accepted,pro parte misapplied,https://id.biodiversity.org.au/taxon/apni/51285812,Acacia acuminata,Benth.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51285811
Acacia adoxa,APC,https://id.biodiversity.org.au/node/apni/2903138,accepted,NA,https://id.biodiversity.org.au/node/apni/2903138,Acacia adoxa,Pedley,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223395
Acacia adoxa var. adoxa,APC,https://id.biodiversity.org.au/node/apni/2897166,accepted,NA,https://id.biodiversity.org.au/node/apni/2897166,Acacia adoxa var. adoxa,NA,Varietas,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223396
Acacia alleniana,APC,https://id.biodiversity.org.au/node/apni/2898989,accepted,NA,https://id.biodiversity.org.au/node/apni/2898989,Acacia alleniana,Maiden,Species,accepted,Fabaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223156
Acacia ampliceps,APC,https://id.biodiversity.org.au/node/apni/2893158,accepted,NA,https://id.biodiversity.org.au/node/apni/2893158,Acacia ampliceps,Maslin,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223415
Acacia anceps,APC,https://id.biodiversity.org.au/node/apni/2916018,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2916018,Acacia anceps,DC.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA",https://id.biodiversity.org.au/tree/51354547/51264241
Acacia ancistrocarpa,APC,https://id.biodiversity.org.au/node/apni/2903070,accepted,NA,https://id.biodiversity.org.au/node/apni/2903070,Acacia ancistrocarpa,Maiden & Blakely,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51297630
Acacia aneura,APC,https://id.biodiversity.org.au/node/apni/6707550,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/6707550,Acacia aneura,F.Muell. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51354528
Acacia aneura var. aneura,APC,https://id.biodiversity.org.au/node/apni/2917289,accepted,NA,https://id.biodiversity.org.au/node/apni/2917289,Acacia aneura var. aneura,NA,Varietas,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51224405
Acacia aneura var. intermedia,APC,https://id.biodiversity.org.au/instance/apni/952168,taxonomic synonym,NA,https://id.biodiversity.org.au/node/apni/6707550,Acacia aneura,F.Muell. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51354528
Acacia aneura var. major,APC,https://id.biodiversity.org.au/node/apni/2888234,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2888234,Acacia aneura var. major,Pedley,Varietas,accepted,Fabaceae,Magnoliidae,"NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51224409
Acacia aptaneura,APC,https://id.biodiversity.org.au/node/apni/2907555,accepted,NA,https://id.biodiversity.org.au/node/apni/2907555,Acacia aptaneura,Maslin & J.E.Reid,Species,accepted,Fabaceae,Magnoliidae,"WA, Qld",https://id.biodiversity.org.au/tree/51354547/51354518
Acacia araneosa,APC,https://id.biodiversity.org.au/node/apni/2919802,accepted,NA,https://id.biodiversity.org.au/node/apni/2919802,Acacia araneosa,Whibley,Species,accepted,Fabaceae,Magnoliidae,SA,https://id.biodiversity.org.au/tree/51354547/51223325
Acacia areolata,APC,https://id.biodiversity.org.au/node/apni/2909047,accepted,NA,https://id.biodiversity.org.au/node/apni/2909047,Acacia areolata,M.W.McDonald,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51302010
Acacia asperulacea,APC,https://id.biodiversity.org.au/node/apni/2907403,accepted,NA,https://id.biodiversity.org.au/node/apni/2907403,Acacia asperulacea,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223311
Acacia assimilis subsp. assimilis,APC,https://id.biodiversity.org.au/node/apni/2916727,accepted,NA,https://id.biodiversity.org.au/node/apni/2916727,Acacia assimilis subsp. assimilis,NA,Subspecies,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223448
Acacia atkinsiana,APC,https://id.biodiversity.org.au/node/apni/2918121,accepted,NA,https://id.biodiversity.org.au/node/apni/2918121,Acacia atkinsiana,Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223453
Acacia ayersiana,APC,https://id.biodiversity.org.au/node/apni/2903597,accepted,NA,https://id.biodiversity.org.au/node/apni/2903597,Acacia ayersiana,Maconochie,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51224360
Acacia bancroftiorum,APC,https://id.biodiversity.org.au/node/apni/2917627,accepted,NA,https://id.biodiversity.org.au/node/apni/2917627,Acacia bancroftiorum,Maiden,Species,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51223466
Acacia beauverdiana,APC,https://id.biodiversity.org.au/node/apni/2891187,accepted,NA,https://id.biodiversity.org.au/node/apni/2891187,Acacia beauverdiana,Ewart & Sharman,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223476
Acacia bivenosa,APC,https://id.biodiversity.org.au/node/apni/2912987,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2912987,Acacia bivenosa,DC.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223482
Acacia brachystachya,APC,https://id.biodiversity.org.au/node/apni/2902298,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2902298,Acacia brachystachya,Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51263443
Acacia browniana var. endlicheri,APC,https://id.biodiversity.org.au/node/apni/2906636,accepted,NA,https://id.biodiversity.org.au/node/apni/2906636,Acacia browniana var. endlicheri,(Meisn.) Maslin,Varietas,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223499
Acacia brownii,APC,https://id.biodiversity.org.au/node/apni/2895217,accepted,NA,https://id.biodiversity.org.au/node/apni/2895217,Acacia brownii,(Poir.) Steud.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223503
Acacia burkittii,APC,https://id.biodiversity.org.au/node/apni/2905777,accepted,NA,https://id.biodiversity.org.au/node/apni/2905777,Acacia burkittii,F.Muell. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA, NSW",https://id.biodiversity.org.au/tree/51354547/51223507
Acacia buxifolia,APC,https://id.biodiversity.org.au/node/apni/2906034,accepted,NA,https://id.biodiversity.org.au/node/apni/2906034,Acacia buxifolia,A.Cunn.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51223508
Acacia buxifolia subsp. buxifolia,APC,https://id.biodiversity.org.au/node/apni/2916649,accepted,NA,https://id.biodiversity.org.au/node/apni/2916649,Acacia buxifolia subsp. buxifolia,NA,Subspecies,accepted,Fabaceae,Magnoliidae,"Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51223510
Acacia caesaneura,APC,https://id.biodiversity.org.au/node/apni/2906455,accepted,NA,https://id.biodiversity.org.au/node/apni/2906455,Acacia caesaneura,Maslin & J.E.Reid,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51224382
Acacia calamifolia,APC,https://id.biodiversity.org.au/node/apni/2893034,accepted,taxonomic synonym | doubtful taxonomic synonym | misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2893034,Acacia calamifolia,Sweet ex Lindl.,Species,accepted,Fabaceae,Magnoliidae,"SA, NSW",https://id.biodiversity.org.au/tree/51354547/51265123
Acacia calligera,APC,https://id.biodiversity.org.au/node/apni/2887133,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2887133,Acacia calligera,(Pedley) Pedley,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51262416
Acacia cambagei,APC,https://id.biodiversity.org.au/node/apni/2908091,accepted,NA,https://id.biodiversity.org.au/node/apni/2908091,Acacia cambagei,R.T.Baker,Species,accepted,Fabaceae,Magnoliidae,"NT, SA, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51308066
Acacia carneorum,APC,https://id.biodiversity.org.au/node/apni/2911484,accepted,NA,https://id.biodiversity.org.au/node/apni/2911484,Acacia carneorum,Maiden,Species,accepted,Fabaceae,Magnoliidae,"SA, NSW",https://id.biodiversity.org.au/tree/51354547/51223333
Acacia catenulata,APC,https://id.biodiversity.org.au/node/apni/2887680,accepted,NA,https://id.biodiversity.org.au/node/apni/2887680,Acacia catenulata,C.T.White,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223305
Acacia cheelii,APC,https://id.biodiversity.org.au/node/apni/2920400,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2920400,Acacia cheelii,Blakely,Species,accepted,Fabaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/tree/51354547/51223535
Acacia chrysocephala,APC,https://id.biodiversity.org.au/node/apni/2887749,accepted,NA,https://id.biodiversity.org.au/node/apni/2887749,Acacia chrysocephala,Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223537
Acacia citrinoviridis,APC,https://id.biodiversity.org.au/node/apni/2910100,accepted,NA,https://id.biodiversity.org.au/node/apni/2910100,Acacia citrinoviridis,Tindale & Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223542
Acacia cochlearis,APC,https://id.biodiversity.org.au/node/apni/2908914,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2908914,Acacia cochlearis,(Labill.) H.L.Wendl.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223546
Acacia colei,APC,https://id.biodiversity.org.au/node/apni/2888135,accepted,NA,https://id.biodiversity.org.au/node/apni/2888135,Acacia colei,Maslin & L.A.J.Thomson,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51265378
Acacia colei var. colei,APC,https://id.biodiversity.org.au/node/apni/2912817,accepted,NA,https://id.biodiversity.org.au/node/apni/2912817,Acacia colei var. colei,NA,Varietas,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223552
Acacia colei var. ileocarpa,APC,https://id.biodiversity.org.au/node/apni/2916980,accepted,NA,https://id.biodiversity.org.au/node/apni/2916980,Acacia colei var. ileocarpa,M.W.McDonald & Maslin,Varietas,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223553
Acacia colletioides,APC,https://id.biodiversity.org.au/node/apni/2891142,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2891142,Acacia colletioides,Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223554
Acacia consanguinea,APC,https://id.biodiversity.org.au/node/apni/2920132,accepted,NA,https://id.biodiversity.org.au/node/apni/2920132,Acacia consanguinea,R.S.Cowan & Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223563
Acacia continua,APC,https://id.biodiversity.org.au/node/apni/2907413,accepted,NA,https://id.biodiversity.org.au/node/apni/2907413,Acacia continua,Benth.,Species,accepted,Fabaceae,Magnoliidae,"SA, NSW",https://id.biodiversity.org.au/tree/51354547/51316319
Acacia coolgardiensis,APC,https://id.biodiversity.org.au/node/apni/2912914,accepted,NA,https://id.biodiversity.org.au/node/apni/2912914,Acacia coolgardiensis,Maiden,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51224327
Acacia cowleana,APC,https://id.biodiversity.org.au/node/apni/2920399,accepted,taxonomic synonym | misapplied,https://id.biodiversity.org.au/node/apni/2920399,Acacia cowleana,Tate,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51300518
Acacia crassicarpa,APC,https://id.biodiversity.org.au/node/apni/2908112,accepted,NA,https://id.biodiversity.org.au/node/apni/2908112,Acacia crassicarpa,A.Cunn. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51224426
Acacia cupularis,APC,https://id.biodiversity.org.au/node/apni/2907449,accepted,NA,https://id.biodiversity.org.au/node/apni/2907449,Acacia cupularis,Domin,Species,accepted,Fabaceae,Magnoliidae,"WA, SA, Vic (native and naturalised)",https://id.biodiversity.org.au/tree/51354547/51338662
Acacia cuthbertsonii subsp. cuthbertsonii,APC,https://id.biodiversity.org.au/node/apni/2887869,accepted,NA,https://id.biodiversity.org.au/node/apni/2887869,Acacia cuthbertsonii subsp. cuthbertsonii,NA,Subspecies,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223586
Acacia cyclops,APC,https://id.biodiversity.org.au/node/apni/2888190,accepted,NA,https://id.biodiversity.org.au/node/apni/2888190,Acacia cyclops,A.Cunn. ex G.Don,Species,accepted,Fabaceae,Magnoliidae,"WA, SA (native and naturalised), Vic (naturalised)",https://id.biodiversity.org.au/tree/51354547/51223588
Acacia cylindrica,APC,https://id.biodiversity.org.au/node/apni/2893547,accepted,NA,https://id.biodiversity.org.au/node/apni/2893547,Acacia cylindrica,R.S.Cowan & Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223589
Acacia dawsonii,APC,https://id.biodiversity.org.au/node/apni/2908283,accepted,NA,https://id.biodiversity.org.au/node/apni/2908283,Acacia dawsonii,R.T.Baker,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, ACT, Vic",https://id.biodiversity.org.au/tree/51354547/51223177
Acacia dealbata subsp. dealbata,APC,https://id.biodiversity.org.au/node/apni/2886432,accepted,NA,https://id.biodiversity.org.au/node/apni/2886432,Acacia dealbata subsp. dealbata,NA,Subspecies,accepted,Fabaceae,Magnoliidae,"WA (naturalised), SA (naturalised), NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51223598
Acacia deanei,APC,https://id.biodiversity.org.au/node/apni/2891468,accepted,NA,https://id.biodiversity.org.au/node/apni/2891468,Acacia deanei,"(R.T.Baker) M.B.Welch, Coombs & McGlynn",Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223122
Acacia dentifera,APC,https://id.biodiversity.org.au/node/apni/2910148,accepted,pro parte misapplied,https://id.biodiversity.org.au/node/apni/2910148,Acacia dentifera,Benth.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223611
Acacia desertorum var. nudipes,APC,https://id.biodiversity.org.au/node/apni/2908673,accepted,NA,https://id.biodiversity.org.au/node/apni/2908673,Acacia desertorum var. nudipes,R.S.Cowan & Maslin,Varietas,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223615
Acacia dictyophleba,APC,https://id.biodiversity.org.au/node/apni/2897216,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2897216,Acacia dictyophleba,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51223619
Acacia didyma,APC,https://id.biodiversity.org.au/node/apni/2904364,accepted,NA,https://id.biodiversity.org.au/node/apni/2904364,Acacia didyma,A.R.Chapm. & Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51270896
Acacia difficilis,APC,https://id.biodiversity.org.au/node/apni/2913846,accepted,NA,https://id.biodiversity.org.au/node/apni/2913846,Acacia difficilis,Maiden,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51252941
Acacia dimidiata,APC,https://id.biodiversity.org.au/node/apni/2911494,accepted,NA,https://id.biodiversity.org.au/node/apni/2911494,Acacia dimidiata,Benth.,Species,accepted,Fabaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223624
Acacia duriuscula,APC,https://id.biodiversity.org.au/node/apni/2892998,accepted,NA,https://id.biodiversity.org.au/node/apni/2892998,Acacia duriuscula,W.Fitzg.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223651
Acacia effusifolia,APC,https://id.biodiversity.org.au/node/apni/2915323,accepted,NA,https://id.biodiversity.org.au/node/apni/2915323,Acacia effusifolia,Maslin & Buscumb,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51224328
Acacia enervia subsp. enervia,APC,https://id.biodiversity.org.au/node/apni/2901210,accepted,NA,https://id.biodiversity.org.au/node/apni/2901210,Acacia enervia subsp. enervia,NA,Subspecies,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223659
Acacia erinacea,APC,https://id.biodiversity.org.au/node/apni/2911662,accepted,NA,https://id.biodiversity.org.au/node/apni/2911662,Acacia erinacea,Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA",https://id.biodiversity.org.au/tree/51354547/51223671
Acacia eriopoda,APC,https://id.biodiversity.org.au/node/apni/2909746,accepted,NA,https://id.biodiversity.org.au/node/apni/2909746,Acacia eriopoda,Maiden & Blakely,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223673
Acacia estrophiolata,APC,https://id.biodiversity.org.au/node/apni/2898101,accepted,NA,https://id.biodiversity.org.au/node/apni/2898101,Acacia estrophiolata,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, SA",https://id.biodiversity.org.au/tree/51354547/51223200
Acacia euthycarpa,APC,https://id.biodiversity.org.au/node/apni/2890382,accepted,NA,https://id.biodiversity.org.au/node/apni/2890382,Acacia euthycarpa,(J.M.Black) J.M.Black,Species,accepted,Fabaceae,Magnoliidae,"SA, Vic",https://id.biodiversity.org.au/tree/51354547/51265124
Acacia excelsa,APC,https://id.biodiversity.org.au/node/apni/2895212,accepted,NA,https://id.biodiversity.org.au/node/apni/2895212,Acacia excelsa,Benth.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51251064
Acacia excelsa subsp. excelsa,APC,https://id.biodiversity.org.au/node/apni/2918863,accepted,NA,https://id.biodiversity.org.au/node/apni/2918863,Acacia excelsa subsp. excelsa,NA,Subspecies,accepted,Fabaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51223681
Acacia exocarpoides,APC,https://id.biodiversity.org.au/node/apni/2902464,accepted,NA,https://id.biodiversity.org.au/node/apni/2902464,Acacia exocarpoides,W.Fitzg.,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223685
Acacia fragilis,APC,https://id.biodiversity.org.au/node/apni/2909514,accepted,NA,https://id.biodiversity.org.au/node/apni/2909514,Acacia fragilis,Maiden & Blakely,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223708
Acacia fuscaneura,APC,https://id.biodiversity.org.au/node/apni/2907481,accepted,NA,https://id.biodiversity.org.au/node/apni/2907481,Acacia fuscaneura,Maslin & J.E.Reid,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51224383
Acacia galeata,APC,https://id.biodiversity.org.au/node/apni/2896222,accepted,NA,https://id.biodiversity.org.au/node/apni/2896222,Acacia galeata,Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223711
Acacia galioides,APC,https://id.biodiversity.org.au/node/apni/2911304,accepted,NA,https://id.biodiversity.org.au/node/apni/2911304,Acacia galioides,Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51224443
Acacia georginae,APC,https://id.biodiversity.org.au/node/apni/2918935,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2918935,Acacia georginae,F.M.Bailey,Species,accepted,Fabaceae,Magnoliidae,"NT, SA, Qld",https://id.biodiversity.org.au/tree/51354547/51223192
Acacia gibbosa,APC,https://id.biodiversity.org.au/node/apni/2890397,accepted,NA,https://id.biodiversity.org.au/node/apni/2890397,Acacia gibbosa,R.S.Cowan & Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51299705
Acacia gonocarpa,APC,https://id.biodiversity.org.au/node/apni/2916355,accepted,NA,https://id.biodiversity.org.au/node/apni/2916355,Acacia gonocarpa,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT",https://id.biodiversity.org.au/tree/51354547/51223724
Acacia gonoclada,APC,https://id.biodiversity.org.au/node/apni/2903316,accepted,NA,https://id.biodiversity.org.au/node/apni/2903316,Acacia gonoclada,F.Muell.,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223236
Acacia hakeoides,APC,https://id.biodiversity.org.au/node/apni/2888404,accepted,NA,https://id.biodiversity.org.au/node/apni/2888404,Acacia hakeoides,A.Cunn. ex Benth.,Species,accepted,Fabaceae,Magnoliidae,"WA, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/tree/51354547/51223737
Acacia hamersleyensis,APC,https://id.biodiversity.org.au/node/apni/2905355,accepted,NA,https://id.biodiversity.org.au/node/apni/2905355,Acacia hamersleyensis,Maslin,Species,accepted,Fabaceae,Magnoliidae,WA,https://id.biodiversity.org.au/tree/51354547/51223739
Acacia hammondii,APC,https://id.biodiversity.org.au/node/apni/2910548,accepted,NA,https://id.biodiversity.org.au/node/apni/2910548,Acacia hammondii,Maiden,Species,accepted,Fabaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/tree/51354547/51223247
