species,eoo_aus,aoo_aus
Spermacoce gilliesae,142485.6844,28
Spermacoce graniticola,13679.89255,52
Spermacoce hillii,1450342.267,452
Spermacoce inaperta,0.033597297,4
Spermacoce jacobsonii,27090.62805,124
Spermacoce juncta,4568.797918,24
Spermacoce laevigata,685843.3494,84
Spermacoce lamprosperma,1828.825668,28
Spermacoce latimarginata,417635.4288,204
Spermacoce leptoloba,622702.3239,768
Spermacoce lignosa,78181.38874,216
Spermacoce marginata,26664.26086,120
Spermacoce membranacea,33276.90434,72
Spermacoce multicaulis,1150900.235,368
Spermacoce occidentalis,346379.0048,316
Spermacoce occultiseta,38177.43467,152
Spermacoce omissa,139329.9644,44
Spermacoce papuana,267295.301,416
Spermacoce pessima,0.126919374,4
Spermacoce phaeosperma,134462.1863,184
Spermacoce phalloides,124.8863569,20
Spermacoce platyloba,241150.9589,220
Spermacoce pogostoma,396336.27,184
Spermacoce protrusa,3166.692698,80
Spermacoce redacta,104019.7749,212
Spermacoce remota,2380158.839,236
Spermacoce resinosula,6352.828912,36
Spermacoce reticulata,13946.63929,60
Spermacoce retitesta,2129.908627,80
Spermacoce rupicola,203960.0063,260
Spermacoce scabrisina,19327.06201,72
Spermacoce sp. Abbreviata (A.A.Mitchell 3473),10479.83265,12
Spermacoce sp. Andoom (A.Morton AM1150),35299.69109,100
Spermacoce sp. Berthier Dunes (R.L.Barrett RLB 5753),7803.021475,36
Spermacoce sp. C Kimberley Flora (K.F.Kenneally 7960),5811.02602,48
Spermacoce sp. Coen (R.K.Harwood 1478),1377.5325,48
Spermacoce sp. Cylindrata (R.K.Harwood 1443),75637.24777,76
Spermacoce sp. Dislyn (A.R.Bean 14098),10856.92672,24
Spermacoce sp. Garraway Creek (P.I.Forster PIF 15461),15153.89276,40
Spermacoce sp. Gibb River Road (K.F.Kenneally 12053),NA,4
Spermacoce sp. Hippocrepica (C.R.Dunlop 5407),20337.04332,72
Spermacoce sp. Lappa (P.I.Forster+ PIF18572),32.01838865,8
Spermacoce sp. Laura (A.R.Bean 1807),3473.864586,20
Spermacoce sp. Lorim Point (A.Morton AM1237),399106.1872,432
Spermacoce sp. Mareeba (S.T.Blake 13418B),17953.77757,28
Spermacoce sp. Melanosperma (R.K.Harwood 1442),199.5928618,12
Spermacoce sp. Mt Hart (D.Dureau 159),NA,4
Spermacoce sp. Musgrave (J.Wrigley+ NQ1579),5654.50895,60
Spermacoce sp. Natal Downs (R.J.Fensham 2259),NA,4
Spermacoce sp. Normanton (R.Pullen 8839),10704.37724,28
Spermacoce sp. Nudiuscula (A.A.Mitchell 3459a),NA,4
Spermacoce sp. Pascoe River (L.J.Brass 19530),5269.033456,32
Spermacoce sp. Platysperma (J.R.Clarkson 6546),99390.65979,100
Spermacoce sp. Polygama (R.K.Harwood 1537),1495.768138,16
Spermacoce sp. Saxatilis (R.K.Harwood 1538),NA,4
Spermacoce sp. Wenloch (R.K.Harwood 1531),142.5786816,20
Spermacoce sp. Yarraden (R.K.Harwood 1470),2.079584542,8
Spermacoce stenophylla,1332398.991,1028
Spermacoce stigmatosa,1078.552721,24
Spermacoce suprahila,397.78515,12
Spermacoce tectanthera,30238.84548,80
Spermacoce trichosiphonia,118.1101314,24
Spermacoce uniseta,90.7834508,16
Sphaeranthus africanus,2527139.727,344
Sphaeranthus indicus,2402128.231,552
Sphaerantia chartacea,384.3915881,32
Sphaerantia discolor,21213.44983,52
Sphaerolobium acanthos,264.4584313,44
Sphaerolobium alatum,191454.5453,316
Sphaerolobium benetectum,4216.397006,20
Sphaerolobium calcicola,13743.88602,36
Sphaerolobium daviesioides,76141.01562,216
Sphaerolobium drummondii,304135.2265,772
Sphaerolobium fornicatum,8011.589922,84
Sphaerolobium gracile,19251.43662,56
Sphaerolobium grandiflorum,9945.707679,208
Sphaerolobium hygrophilum,60054.92679,300
Sphaerolobium linophyllum,222816.9187,212
Sphaerolobium macranthum,216843.5446,208
Sphaerolobium medium,194676.1107,1168
Sphaerolobium minus,1467647.74,1276
Sphaerolobium nudiflorum,46293.89796,112
Sphaerolobium pubescens,24163.99493,132
Sphaerolobium pulchellum,5009.464608,104
Sphaerolobium racemulosum,39177.95097,148
Sphaerolobium rostratum,3515.338263,276
Sphaerolobium scabriusculum,35250.03671,56
Sphaerolobium validum,16854.80882,52
Sphaerolobium vimineum,3452293.813,520
Sphaeromorphaea australis,7093004.001,904
Sphaeromorphaea ephemera,94426.05927,24
Sphaeromorphaea harrisii,525822.0075,180
Sphaeromorphaea littoralis,4235699.098,1336
Sphaeromorphaea major,56865.66838,40
Sphaeromorphaea subintegra,576484.7013,368
Sphaerostephanos heterocarpus,556585.1828,132
Sphaerostephanos unitus,24191.66161,28
Sphaerostephanos unitus var. unitus,632918.5086,16
Sphalmium racemosum,1719.184592,108
Sphenoclea zeylanica,1261955.077,240
Sphenostemon lobosporus,50407.33334,324
Sphenotoma capitata,61638.82132,432
Sphenotoma dracophylloides,17549.09041,256
Sphenotoma drummondii,12525.92997,48
Sphenotoma gracilis,82836.6087,572
Sphenotoma parviflora,43335.10161,248
Sphenotoma sp. Stirling Range (P.G.Wilson 4235),4069.673009,36
Sphenotoma squarrosa,25491.81475,168
Spinifex hirsutus,7305063.219,412
Spinifex longifolius,6797423.215,1040
Spinifex sericeus,6219615.457,1160
Spiraeanthemum davidsonii,3563.588195,164
Spiranthes australis sensu Hook.f.,2304734.781,456
Spiranthes elytra,1104857.069,896
Spirodela polyrhiza,2376503.47,124
Spirogardnera rubescens,153110.4685,52
Spondias cytherea,0,8
Sporadanthus caudatus,57256.04535,204
Sporadanthus gracilis,12395.85895,96
Sporadanthus interruptus,373906.292,376
Sporadanthus rivularis,25189.48971,212
Sporadanthus strictus,480893.1324,236
Sporadanthus tasmanicus,178565.5205,544
Sporobolus actinocladus,5135909.57,2144
Sporobolus advenus,500618.6935,364
Sporobolus australasicus,4797163.102,1700
Sporobolus blakei,3285129.344,380
Sporobolus caroli,6232607.92,1568
Sporobolus contiguus,667465.2924,164
Sporobolus creber,1876719.549,988
Sporobolus disjunctus,329763.709,156
Sporobolus elongatus,2834133.064,732
Sporobolus fertilis,3485074.629,896
Sporobolus latzii,0,4
Sporobolus laxus,463757.6008,340
Sporobolus lenticularis,706894.2686,76
Sporobolus mitchellii,6561318.093,1504
Sporobolus pamelae,28720.64144,32
Sporobolus partimpatens,569990.8468,72
Sporobolus pulchellus,1268548.164,224
Sporobolus scabridus,1477198.34,472
Sporobolus sessilis,770298.3804,196
Sporobolus virginicus,10313998.18,2804
Sprengelia distichophylla,3967.322071,136
Sprengelia incarnata,2526424.78,2048
Sprengelia minima,11471.44629,120
Sprengelia montana,34266.1588,132
Sprengelia monticola,279.7222154,108
Sprengelia propinqua,19916.20403,372
Sprengelia sprengelioides,348272.3834,408
Spyridium bifidum,85778.25496,68
Spyridium bifidum subsp. bifidum,38948.00998,160
Spyridium bifidum subsp. wanillae,16377.55901,80
Spyridium burragorang,1322.397011,52
Spyridium buxifolium,138782.66,92
Spyridium cinereum,18626.19097,84
Spyridium coactilifolium,1181.990134,116
Spyridium coalitum,32219.8894,108
Spyridium cordatum,37788.65966,232
Spyridium daltonii,1216.426869,112
Spyridium eriocephalum,1144272.85,496
Spyridium eriocephalum var. eriocephalum,462443.9691,464
Spyridium eriocephalum var. glabrisepalum,3325.909113,116
Spyridium erymnocladum,2189.806234,76
Spyridium fontis-woodii,38.6753888,16
Spyridium furculentum,174.0534259,36
Spyridium glaucum,372.409259,68
Spyridium globulosum,799673.5518,716
Spyridium gunnii,64767.69131,244
Spyridium halmaturinum,3044.178918,312
Spyridium lawrencei,14975.88032,84
Spyridium leucopogon,3259.073857,128
Spyridium majoranifolium,49064.15178,308
Spyridium microcephalum,109450.0789,320
Spyridium minutum,26338.75682,92
Spyridium montanum,152.1288941,16
Spyridium mucronatum,13852.0318,24
Spyridium mucronatum subsp. mucronatum,29464.3902,152
Spyridium mucronatum subsp. multiflorum,11061.34977,16
Spyridium mucronatum subsp. recurvum,10106.75439,36
Spyridium nitidum,76979.30048,472
Spyridium obcordatum,861.8053003,44
Spyridium obovatum,3939.025636,64
Spyridium obovatum var. obovatum,14944.70918,232
Spyridium obovatum var. velutinum,7075.099235,132
Spyridium oligocephalum,156605.0864,40
Spyridium parvifolium,749027.995,2164
Spyridium phlebophyllum,68899.36718,364
Spyridium phylicoides,279873.8285,1292
Spyridium polycephalum,53257.32668,104
Spyridium riparium,9390.129509,32
Spyridium scabridum,2786.335492,128
Spyridium scortechinii,571210.6261,424
Spyridium sp. Jerdacuttup (A.Williams 332),13207.34816,52
Spyridium spadiceum,40196.25281,32
Spyridium spathulatum,506502.8978,396
Spyridium stenophyllum,9333.098404,72
Spyridium stenophyllum subsp. renovatum,64616.77897,568
Spyridium stenophyllum subsp. stenophyllum,12867.33311,64
Spyridium subochreatum,798212.4401,1172
Spyridium thymifolium,25959.06568,524
Spyridium tricolor,73678.17891,128
Spyridium ulicinum,17333.49095,204
Spyridium vexilliferum,495303.0378,716
Spyridium vexilliferum var. latifolium,87322.43472,92
Spyridium vexilliferum var. vexilliferum,332204.633,480
Spyridium villosum,1377.01089,16
Spyridium waterhousei,3549.65545,220
Stachystemon axillaris,25712.91044,176
Stachystemon brachyphyllus,138452.2332,144
Stachystemon intricatus,85339.84094,128
Stachystemon mucronatus,917.7801057,48
Stachystemon nematophorus,1857.841516,36
Stachystemon polyandrus,50357.3391,296
Stachystemon vermicularis,18649.41298,108
Stachystemon vinosus,12929.20234,56
Stachystemon virgatus,193242.9713,336
Stackhousia annua,3207.08592,76
Stackhousia aspericocca,319911.639,1680
Stackhousia aspericocca subsp. Cylindrical inflorescence (W.R.Barker 1418),NA,4
Stackhousia aspericocca subsp. One-sided inflorescence (W.R.Barker 697),11335.05362,12
Stackhousia clementii,4577029.405,532
Stackhousia dielsii,246593.4047,244
Stackhousia georgei,6480.701611,16
Stackhousia huegelii,120502.9343,140
Stackhousia intermedia,5983764.085,2140
Stackhousia megaloptera,2197394.622,408
Stackhousia monogyna,6263589.515,3988
Stackhousia muricata,5926561.861,924
Stackhousia muricata subsp. Annual (W.R.Barker 2172),1130177.852,104
Stackhousia muricata subsp. Perennial (W.R.Barker 3641),750477.4089,176
Stackhousia nuda,426318.533,232
Stackhousia pubescens,487211.6264,1052
Stackhousia pulvinaris,56605.2277,168
Stackhousia scoparia,679070.267,224
Stackhousia sp. Hairy fruited (E.N.S.Jackson 1387),310602.3619,160
Stackhousia sp. Kennedy Range (G.J.Keighery & N.Gibson 1281),NA,8
Stackhousia sp. Lake Mackay (P.K.Latz 12870),87306.3559,28
Stackhousia sp. leafless (I.D.Cowie 140078),171726.269,60
Stackhousia sp. McIvor River (J.R.Clarkson 5201),1.41915404,12
Stackhousia sp. Mid west coastal (D. & B.Bellairs 6561),52043.44896,76
Stackhousia sp. Mt Keith (G.Cockerton & G.O'Keefe 11017),233885.7752,156
Stackhousia sp. Red-blotched corolla (A.Markey 911),13173.09435,28
Stackhousia sp. Swollen gynophore (W.R.Barker 2041),758181.474,156
Stackhousia sp. Thick sepals (A.E.Orchard 1547),23642.44683,40
Stackhousia spathulata,1522147.775,520
Stackhousia stratfordiae,110.6250002,12
Stackhousia subterranea,583094.5315,828
Stackhousia tryonii,7893.457483,156
Stackhousia umbellata,10844.01855,28
Stackhousia viminea,8214914.405,1252
Staurogyne leptocaulis,271782.8811,16
Staurogyne leptocaulis subsp. decumbens,805410.7953,296
Stawellia dimorphantha,1611.907266,40
Stawellia gymnocephala,20712.10026,84
Steganthera australiana,5706.711428,96
Steganthera cooperorum,5897.369717,208
Steganthera hirsuta,7077.654792,60
Steganthera laxiflora,58127.30829,88
Steganthera laxiflora subsp. laxiflora,128476.4285,520
Steganthera laxiflora subsp. lewisensis,919.9251437,96
Steganthera macooraia,15004.02615,348
Stellaria angustifolia,1354127.054,488
Stellaria angustifolia subsp. angustifolia,1496279.04,536
Stellaria angustifolia subsp. rotundisepala,NA,8
Stellaria angustifolia subsp. tenella,603407.0319,196
Stellaria filiformis,1375424.318,284
Stellaria flaccida,787034.2862,548
Stellaria leptoclada,58160.31164,104
Stellaria multiflora,2640036.629,96
Stellaria multiflora subsp. collaris,519064.9285,60
Stellaria multiflora subsp. multiflora,600396.3111,212
Stellaria multiflora subsp. nebulosa,789530.1161,92
Stellaria papillata,1737.600517,12
Stellaria pungens,1091196.327,1096
Stemodia debilis,912220.884,240
Stemodia flaccida,30160.04953,32
Stemodia florulenta,5061548.704,2296
Stemodia glabella,4666691.398,1092
Stemodia grossa,2135705.305,316
Stemodia kingii,63574.81133,112
Stemodia lathraia,1319443.532,380
Stemodia linophylla,333218.5098,72
Stemodia lythrifolia,1890007.929,1384
Stemodia pubescens,1442382.934,160
Stemodia sp. Battle Hill (A.L.Payne 1006),0,8
Stemodia sp. Haegii (J.Z.Weber 9055) W.R.Barker,7273.510211,56
Stemodia sp. Manners Creek (T.S.Henshall 1779),314219.845,32
Stemodia sp. Onslow (A.A.Mitchell 76/148),32132.73908,88
Stemodia sp. Tanami (P.K.Latz 8218),480365.2107,240
Stemodia tephropelina,818575.7412,284
Stemodia viscosa,4541289.862,1024
Stemona angusta,62708.71978,152
Stemona australiana,1100821.915,260
Stemona lucida,129036.4051,288
Stemona prostrata,66609.78611,148
Stenanthemum arens,1035.319056,60
Stenanthemum argenteum,1915.081569,28
Stenanthemum bilobum,NA,4
Stenanthemum bremerense,6597.220231,56
Stenanthemum centrale,30684.02002,76
Stenanthemum complicatum,1050956.308,208
Stenanthemum coronatum,11389.10568,136
Stenanthemum divaricatum,62946.30197,44
Stenanthemum emarginatum,87450.13545,100
Stenanthemum humile,30306.93796,144
Stenanthemum intricatum,155595.0948,132
Stenanthemum leucophractum,399078.7355,1248
Stenanthemum liberum,0,8
Stenanthemum limitatum,2663.29994,24
Stenanthemum mediale,45472.34688,44
Stenanthemum nanum,4573.311092,136
Stenanthemum newbeyi,4579.179266,56
Stenanthemum notiale,168203.6875,24
Stenanthemum notiale subsp. chamelum,14175.77238,52
Stenanthemum notiale subsp. notiale,1132760.18,560
Stenanthemum patens,27731.07771,28
Stenanthemum petraeum,555619.6524,344
Stenanthemum pimeleoides,4042.239227,96
Stenanthemum poicilum,5975.435054,60
Stenanthemum pomaderroides,35125.78421,208
Stenanthemum pumilum,NA,8
Stenanthemum pumilum subsp. majus,2544.185543,76
Stenanthemum pumilum subsp. pumilum,458.8333231,20
Stenanthemum radiatum,0,8
Stenanthemum reissekii,1385.181364,80
Stenanthemum stipulosum,155288.2987,208
Stenanthemum sublineare,14961.7595,28
Stenanthemum tridentatum,96802.87908,168
Stenanthemum yorkense,0,4
Stenanthera conostephioides,227465.0912,2148
Stenanthera pinifolia,765603.6622,700
Stenanthera pungens,0,4
Stenocarpus acacioides,693592.5636,368
Stenocarpus angustifolius,31678.10058,120
Stenocarpus cryptocarpus,7721.54072,128
Stenocarpus cunninghamii,1150571.192,348
Stenocarpus davallioides,2370.823799,100
Stenocarpus reticulatus,10669.59809,168
Stenocarpus salignus,3786700.051,572
Stenocarpus sinuatus,1691424.418,328
Stenocarpus sp. Hinchinbrook Is. (F.D.Hocking AQ229860),1992.841891,24
Stenocarpus verticis,697026.3407,420
Stenochlaena palustris,1645413.776,508
Stenopetalum anfractum,2619374.54,876
Stenopetalum decipiens,2745891.39,576
Stenopetalum filifolium,1017858.858,512
Stenopetalum gracile,303246.3794,144
Stenopetalum lineare,5448227.716,3056
Stenopetalum nutans,2797793.558,1208
Stenopetalum pedicellare,705572.2291,244
Stenopetalum robustum,290565.3168,216
Stenopetalum salicola,167223.6883,84
Stenopetalum saxatile,3436.864868,44
Stenopetalum sphaerocarpum,2341960.225,572
Stenopetalum velutinum,3049000.014,896
Stenostegia congesta,261.7760376,32
Stenotaphrum micranthum,34364.23531,36
Stephania bancroftii,30477.20973,96
Stephania japonica,4002620.509,184
Stephania japonica var. discolor,1391384.641,816
Stephania japonica var. japonica,2384133.463,252
Stephania japonica var. timoriensis,3366245.268,476
Stephania renifolia,25269.51881,40
Stephania tuberosa,36289.95176,60
Sterculia holtzei,98269.58645,84
Sterculia quadrifida,3108372.86,1452
Sterculia shillinglawii,6924.800562,48
Sterculia shillinglawii subsp. shillinglawii,7248.10242,64
Sterculia sp. Annan River (L.J.Brass 20319),126580.0501,88
Sticherus flabellatus,2343093.247,252
Sticherus flabellatus var. compactus,754403.3273,156
Sticherus flabellatus var. flabellatus,1159622.315,808
Sticherus lobatus,758286.9646,540
Sticherus milnei,2828.285677,16
Sticherus tener,625802.2974,568
Sticherus urceolatus,651945.5992,568
Stictocardia queenslandica,39.99212372,52
Stictocardia tiliifolia,1416470.829,60
Stigmaphyllon australiense,351081.7932,352
Stigmaphyllon mariae,0,8
Stigmaphyllon timoriense,328820.4765,60
Stirlingia abrotanoides,62367.88,80
Stirlingia anethifolia,182924.391,444
Stirlingia divaricatissima,1672.827552,36
Stirlingia latifolia,150147.7854,852
Stirlingia seselifolia,19240.05605,68
Stirlingia simplex,156787.3581,304
Stirlingia tenuifolia,739086.2273,344
Stockwellia quadrifida,601.9230765,64
Stonesiella selaginoides,1271.863582,44
Storckiella australiensis,2979.477769,76
Strangea cynanchicarpa,4066.412548,120
Strangea linearis,25774.7552,296
Strangea stenocarpoides,15186.68107,108
Streblus brunonianus,1007924.149,768
Streblus glaber,NA,8
Streblus glaber var. australianus,13510.19995,48
Streblus pendulinus,764778.1914,124
Streptoglossa adscendens,3692857.085,1668
Streptoglossa bubakii,3121838.003,952
Streptoglossa cylindriceps,2223325.507,496
Streptoglossa decurrens,2564454.645,800
Streptoglossa liatroides,3865512.199,1540
Streptoglossa macrocephala,1777368.856,484
Streptoglossa odora,3634516.092,1404
Streptoglossa tenuiflora,180728.3433,40
Streptothamnus moorei,23333.48958,64
Striga curviflora,3559601.393,1260
Striga parviflora,2273241.515,284
Striga squamigera,2770278.976,308
Strongylodon lucidus,368.2673971,36
Strychnos arborea,381636.2673,144
Strychnos lucida,1491644.555,1568
Strychnos minor,1444193.363,288
Strychnos psilosperma,465444.9459,628
Stuartina hamata,883061.1086,264
Stuartina muelleri,2228016.919,1160
Stuckenia pectinata,8103296.515,764
Stylidium accedens,12541.78061,40
Stylidium aceratum,8285.56381,56
Stylidium acuminatum subsp. acuminatum,515.9084524,20
Stylidium acuminatum subsp. meridionale,39280.55842,272
